nome;telefone;email;empresa;cidade;estado;id_externo
Salão da Praça;(62) 91009-9873;lead-729@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-729
Barbearia do João;(11) 91010-0010;lead-730@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-730
Salão da Maria;(21) 91010-0147;lead-731@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-731
Studio Corte Fix;(31) 91010-0284;lead-732@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-732
Barbearia Central;(19) 91010-0421;lead-733@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-733
Cabelo & Arte;(41) 91010-0558;lead-734@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-734
Salão Estilo;(51) 91010-0695;lead-735@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-735
Barbearia Urbana;(71) 91010-0832;lead-736@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-736
Studio Beleza Real;(81) 91010-0969;;Studio Beleza Real;Recife;PE;EXT-737
Barbearia Nobre;(85) 91010-1106;lead-738@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-738
Salão da Praça;(62) 91010-1243;lead-739@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-739
Barbearia do João;(11) 91010-1380;lead-740@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-740
Salão da Maria;(21) 91010-1517;lead-741@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-741
Studio Corte Fix;(31) 91010-1654;lead-742@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-742
Barbearia Central;(19) 91010-1791;lead-743@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-743
Cabelo & Arte;(41) 91010-1928;lead-744@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-744
Salão Estilo;(51) 91010-2065;lead-745@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-745
Barbearia Urbana;(71) 91010-2202;lead-746@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-746
Studio Beleza Real;(81) 91010-2339;lead-747@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-747
Barbearia Nobre;(85) 91010-2476;lead-748@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-748
Salão da Praça;(62) 91010-2613;lead-749@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-749
Barbearia do João;(11) 91010-2750;lead-750@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-750
Salão da Maria;(21) 91010-2887;lead-751@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-751
Studio Corte Fix;SEM_TELEFONE_VALIDO;;Studio Corte Fix;Belo Horizonte;MG;EXT-752
Barbearia Central;(19) 91010-3161;lead-753@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-753
Cabelo & Arte;(41) 91010-3298;lead-754@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-754
Salão Estilo;(51) 91010-3435;lead-755@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-755
Barbearia Urbana;(71) 91010-3572;lead-756@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-756
Studio Beleza Real;(81) 91010-3709;lead-757@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-757
Barbearia Nobre;(85) 91010-3846;lead-758@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-758
Salão da Praça;(62) 91010-3983;lead-759@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-759
Barbearia do João;(11) 91010-4120;lead-760@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-760
Salão da Maria;(21) 91010-4257;lead-761@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-761
Studio Corte Fix;(31) 91010-4394;lead-762@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-762
Barbearia Central;(19) 91010-4531;lead-763@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-763
Cabelo & Arte;(41) 91010-4668;lead-764@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-764
Salão Estilo;(51) 91010-4805;lead-765@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-765
Barbearia Urbana;(71) 91010-4942;lead-766@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-766
Studio Beleza Real;(81) 91010-5079;lead-767@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-767
Barbearia Nobre;(85) 91010-5216;lead-768@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-768
Salão da Praça;(62) 91010-5353;lead-769@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-769
Barbearia do João;(11) 91010-5490;lead-770@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-770
Salão da Maria;(21) 91010-5627;lead-771@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-771
Studio Corte Fix;(31) 91010-5764;lead-772@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-772
Barbearia Central;(19) 91010-5901;lead-773@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-773
Cabelo & Arte;(41) 91010-6038;lead-774@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-774
Salão Estilo;(51) 91010-6175;lead-775@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-775
Barbearia Urbana;(71) 91010-6312;lead-776@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-776
Studio Beleza Real;(81) 91010-6449;lead-777@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-777
Barbearia Nobre;(85) 91010-6586;lead-778@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-778
Salão da Praça;(62) 91010-6723;lead-779@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-779
Barbearia do João;(11) 91010-6860;lead-780@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-780
Salão da Maria;(11) 91010-6860;lead-781@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-781
Studio Corte Fix;(31) 91010-7134;lead-782@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-782
Barbearia Central;(19) 91010-7271;lead-783@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-783
Cabelo & Arte;(41) 91010-7408;lead-784@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-784
Salão Estilo;(51) 91010-7545;lead-785@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-785
Barbearia Urbana;(71) 91010-7682;lead-786@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-786
Studio Beleza Real;(81) 91010-7819;lead-787@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-787
Barbearia Nobre;(85) 91010-7956;lead-788@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-788
Salão da Praça;(62) 91010-8093;lead-789@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-789
Barbearia do João;(11) 91010-8230;lead-790@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-790
Salão da Maria;(21) 91010-8367;lead-791@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-791
Studio Corte Fix;(31) 91010-8504;lead-792@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-792
Barbearia Central;(19) 91010-8641;lead-793@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-793
Cabelo & Arte;(41) 91010-8778;lead-794@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-794
Salão Estilo;(51) 91010-8915;lead-795@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-795
Barbearia Urbana;(71) 91010-9052;lead-796@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-796
Studio Beleza Real;(81) 91010-9189;lead-797@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-797
Barbearia Nobre;(85) 91010-9326;lead-798@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-798
Salão da Praça;SEM_TELEFONE_VALIDO;;Salão da Praça;Goiânia;GO;EXT-799
Barbearia do João;(11) 91010-9600;lead-800@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-800
Salão da Maria;(21) 91010-9737;lead-801@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-801
Studio Corte Fix;(31) 91010-9874;lead-802@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-802
Barbearia Central;(19) 91011-0011;lead-803@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-803
Cabelo & Arte;(41) 91011-0148;;Cabelo & Arte;Curitiba;PR;EXT-804
Salão Estilo;(51) 91011-0285;lead-805@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-805
Barbearia Urbana;(71) 91011-0422;lead-806@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-806
Studio Beleza Real;(81) 91011-0559;lead-807@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-807
Barbearia Nobre;(85) 91011-0696;lead-808@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-808
Salão da Praça;(62) 91011-0833;lead-809@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-809
Barbearia do João;(11) 91011-0970;lead-810@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-810
Salão da Maria;(21) 91011-1107;lead-811@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-811
Studio Corte Fix;(31) 91011-1244;lead-812@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-812
Barbearia Central;(19) 91011-1381;lead-813@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-813
Cabelo & Arte;(41) 91011-1518;lead-814@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-814
Salão Estilo;(51) 91011-1655;lead-815@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-815
Barbearia Urbana;(71) 91011-1792;lead-816@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-816
Studio Beleza Real;(81) 91011-1929;lead-817@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-817
Barbearia Nobre;(85) 91011-2066;lead-818@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-818
Salão da Praça;(62) 91011-2203;lead-819@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-819
Barbearia do João;(11) 91011-2340;lead-820@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-820
Salão da Maria;(21) 91011-2477;lead-821@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-821
Studio Corte Fix;(31) 91011-2614;lead-822@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-822
Barbearia Central;(19) 91011-2751;lead-823@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-823
Cabelo & Arte;(41) 91011-2888;lead-824@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-824
Salão Estilo;(51) 91011-3025;lead-825@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-825
Barbearia Urbana;(71) 91011-3162;lead-826@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-826
Studio Beleza Real;(81) 91011-3299;lead-827@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-827
Barbearia Nobre;(85) 91011-3436;lead-828@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-828
Salão da Praça;(62) 91011-3573;lead-829@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-829
Barbearia do João;(11) 91011-3710;lead-830@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-830
Salão da Maria;(21) 91011-3847;lead-831@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-831
Studio Corte Fix;(31) 91011-3984;lead-832@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-832
Barbearia Central;(19) 91011-4121;lead-833@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-833
Cabelo & Arte;(41) 91011-4258;lead-834@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-834
Salão Estilo;(51) 91011-4395;lead-835@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-835
Barbearia Urbana;(71) 91011-4532;lead-836@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-836
Studio Beleza Real;(81) 91011-4669;lead-837@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-837
Barbearia Nobre;(85) 91011-4806;lead-838@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-838
Salão da Praça;(62) 91011-4943;lead-839@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-839
Barbearia do João;(11) 91011-5080;lead-840@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-840
Salão da Maria;(21) 91011-5217;lead-841@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-841
Studio Corte Fix;(31) 91011-5354;lead-842@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-842
Barbearia Central;(19) 91011-5491;lead-843@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-843
Cabelo & Arte;(41) 91011-5628;lead-844@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-844
Salão Estilo;(51) 91011-5765;lead-845@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-845
Barbearia Urbana;SEM_TELEFONE_VALIDO;;Barbearia Urbana;Salvador;BA;EXT-846
Studio Beleza Real;(81) 91011-6039;lead-847@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-847
Barbearia Nobre;(85) 91011-6176;lead-848@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-848
Salão da Praça;(62) 91011-6313;lead-849@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-849
Barbearia do João;(11) 91011-6450;lead-850@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-850
Salão da Maria;(21) 91011-6587;lead-851@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-851
Studio Corte Fix;(21) 91011-6587;lead-852@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-852
Barbearia Central;(19) 91011-6861;lead-853@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-853
Cabelo & Arte;(41) 91011-6998;lead-854@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-854
Salão Estilo;(51) 91011-7135;lead-855@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-855
Barbearia Urbana;(71) 91011-7272;lead-856@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-856
Studio Beleza Real;(81) 91011-7409;lead-857@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-857
Barbearia Nobre;(85) 91011-7546;lead-858@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-858
Salão da Praça;(62) 91011-7683;lead-859@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-859
Barbearia do João;(11) 91011-7820;lead-860@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-860
Salão da Maria;(21) 91011-7957;lead-861@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-861
Studio Corte Fix;(31) 91011-8094;lead-862@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-862
Barbearia Central;(19) 91011-8231;lead-863@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-863
Cabelo & Arte;(41) 91011-8368;lead-864@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-864
Salão Estilo;(51) 91011-8505;lead-865@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-865
Barbearia Urbana;(71) 91011-8642;lead-866@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-866
Studio Beleza Real;(81) 91011-8779;lead-867@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-867
Barbearia Nobre;(85) 91011-8916;lead-868@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-868
Salão da Praça;(62) 91011-9053;lead-869@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-869
Barbearia do João;(11) 91011-9190;lead-870@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-870
Salão da Maria;(21) 91011-9327;;Salão da Maria;Rio de Janeiro;RJ;EXT-871
Studio Corte Fix;(31) 91011-9464;lead-872@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-872
Barbearia Central;(19) 91011-9601;lead-873@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-873
Cabelo & Arte;(41) 91011-9738;lead-874@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-874
Salão Estilo;(51) 91011-9875;lead-875@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-875
Barbearia Urbana;(71) 91012-0012;lead-876@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-876
Studio Beleza Real;(81) 91012-0149;lead-877@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-877
Barbearia Nobre;(85) 91012-0286;lead-878@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-878
Salão da Praça;(62) 91012-0423;lead-879@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-879
Barbearia do João;(11) 91012-0560;lead-880@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-880
Salão da Maria;(21) 91012-0697;lead-881@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-881
Studio Corte Fix;(31) 91012-0834;lead-882@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-882
Barbearia Central;(19) 91012-0971;lead-883@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-883
Cabelo & Arte;(41) 91012-1108;lead-884@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-884
Salão Estilo;(51) 91012-1245;lead-885@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-885
Barbearia Urbana;(71) 91012-1382;lead-886@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-886
Studio Beleza Real;(81) 91012-1519;lead-887@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-887
Barbearia Nobre;(85) 91012-1656;lead-888@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-888
Salão da Praça;(62) 91012-1793;lead-889@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-889
Barbearia do João;(11) 91012-1930;lead-890@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-890
Salão da Maria;(21) 91012-2067;lead-891@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-891
Studio Corte Fix;(31) 91012-2204;lead-892@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-892
Barbearia Central;SEM_TELEFONE_VALIDO;;Barbearia Central;Campinas;SP;EXT-893
Cabelo & Arte;(41) 91012-2478;lead-894@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-894
Salão Estilo;(51) 91012-2615;lead-895@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-895
Barbearia Urbana;(71) 91012-2752;lead-896@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-896
Studio Beleza Real;(81) 91012-2889;lead-897@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-897
Barbearia Nobre;(85) 91012-3026;lead-898@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-898
Salão da Praça;(62) 91012-3163;lead-899@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-899
Barbearia do João;(11) 91012-3300;lead-900@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-900
Salão da Maria;(21) 91012-3437;lead-901@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-901
Studio Corte Fix;(31) 91012-3574;lead-902@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-902
Barbearia Central;(19) 91012-3711;lead-903@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-903
Cabelo & Arte;(41) 91012-3848;lead-904@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-904
Salão Estilo;(51) 91012-3985;lead-905@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-905
Barbearia Urbana;(71) 91012-4122;lead-906@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-906
Studio Beleza Real;(81) 91012-4259;lead-907@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-907
Barbearia Nobre;(85) 91012-4396;lead-908@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-908
Salão da Praça;(62) 91012-4533;lead-909@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-909
Barbearia do João;(11) 91012-4670;lead-910@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-910
Salão da Maria;(21) 91012-4807;lead-911@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-911
Studio Corte Fix;(31) 91012-4944;lead-912@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-912
Barbearia Central;(19) 91012-5081;lead-913@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-913
Cabelo & Arte;(41) 91012-5218;lead-914@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-914
Salão Estilo;(51) 91012-5355;lead-915@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-915
Barbearia Urbana;(71) 91012-5492;lead-916@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-916
Studio Beleza Real;(81) 91012-5629;lead-917@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-917
Barbearia Nobre;(85) 91012-5766;lead-918@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-918
Salão da Praça;(62) 91012-5903;lead-919@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-919
Barbearia do João;(11) 91012-6040;lead-920@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-920
Salão da Maria;(21) 91012-6177;lead-921@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-921
Studio Corte Fix;(31) 91012-6314;lead-922@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-922
Barbearia Central;(31) 91012-6314;lead-923@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-923
Cabelo & Arte;(41) 91012-6588;lead-924@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-924
Salão Estilo;(51) 91012-6725;lead-925@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-925
Barbearia Urbana;(71) 91012-6862;lead-926@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-926
Studio Beleza Real;(81) 91012-6999;lead-927@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-927
Barbearia Nobre;(85) 91012-7136;lead-928@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-928
Salão da Praça;(62) 91012-7273;lead-929@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-929
Barbearia do João;(11) 91012-7410;lead-930@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-930
Salão da Maria;(21) 91012-7547;lead-931@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-931
Studio Corte Fix;(31) 91012-7684;lead-932@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-932
Barbearia Central;(19) 91012-7821;lead-933@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-933
Cabelo & Arte;(41) 91012-7958;lead-934@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-934
Salão Estilo;(51) 91012-8095;lead-935@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-935
Barbearia Urbana;(71) 91012-8232;lead-936@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-936
Studio Beleza Real;(81) 91012-8369;lead-937@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-937
Barbearia Nobre;(85) 91012-8506;;Barbearia Nobre;Fortaleza;CE;EXT-938
Salão da Praça;(62) 91012-8643;lead-939@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-939
Barbearia do João;SEM_TELEFONE_VALIDO;;Barbearia do João;São Paulo;SP;EXT-940
Salão da Maria;(21) 91012-8917;lead-941@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-941
Studio Corte Fix;(31) 91012-9054;lead-942@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-942
Barbearia Central;(19) 91012-9191;lead-943@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-943
Cabelo & Arte;(41) 91012-9328;lead-944@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-944
Salão Estilo;(51) 91012-9465;lead-945@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-945
Barbearia Urbana;(71) 91012-9602;lead-946@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-946
Studio Beleza Real;(81) 91012-9739;lead-947@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-947
Barbearia Nobre;(85) 91012-9876;lead-948@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-948
Salão da Praça;(62) 91013-0013;lead-949@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-949
Barbearia do João;(11) 91013-0150;lead-950@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-950
Salão da Maria;(21) 91013-0287;lead-951@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-951
Studio Corte Fix;(31) 91013-0424;lead-952@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-952
Barbearia Central;(19) 91013-0561;lead-953@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-953
Cabelo & Arte;(41) 91013-0698;lead-954@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-954
Salão Estilo;(51) 91013-0835;lead-955@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-955
Barbearia Urbana;(71) 91013-0972;lead-956@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-956
Studio Beleza Real;(81) 91013-1109;lead-957@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-957
Barbearia Nobre;(85) 91013-1246;lead-958@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-958
Salão da Praça;(62) 91013-1383;lead-959@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-959
Barbearia do João;(11) 91013-1520;lead-960@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-960
Salão da Maria;(21) 91013-1657;lead-961@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-961
Studio Corte Fix;(31) 91013-1794;lead-962@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-962
Barbearia Central;(19) 91013-1931;lead-963@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-963
Cabelo & Arte;(41) 91013-2068;lead-964@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-964
Salão Estilo;(51) 91013-2205;lead-965@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-965
Barbearia Urbana;(71) 91013-2342;lead-966@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-966
Studio Beleza Real;(81) 91013-2479;lead-967@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-967
Barbearia Nobre;(85) 91013-2616;lead-968@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-968
Salão da Praça;(62) 91013-2753;lead-969@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-969
Barbearia do João;(11) 91013-2890;lead-970@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-970
Salão da Maria;(21) 91013-3027;lead-971@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-971
